Proteins,ECC,GO,SubCell
YBR137W,1.513245614,63,0
YBL045C,4.50969697,21.08095238,0
YML114C,1.437899951,66,2
YDR311W,2.573491594,36.75336404,0
YDR507C,4.31780303,21.61669409,0
YER054C,2.980769231,31,0
YLR166C,3.9,23.66666667,0
YGR172C,1.92411204,47.95,0
YGR082W,4.666666667,19.54285714,2
YJL218W,1.378091398,65,0
YGR183C,5.711363636,15.51428571,0
YHR001WA,5.711363636,15.51428571,0
YPL255W,2.027324902,43.5,18
YPL240C,3.18030303,27.27087912,0
YJR068W,2.921430345,29.65,0
YHR051W,5.421428571,15.66666667,0
YBR234C,3.62521645,23.42857143,0
YJL176C,3.592220575,23.36507937,0
YLR216C,2.35,35.2,0
YPR191W,4.921212121,16.40952381,0
YDL132W,2.44246816,32.96428571,0
YOL069W,2.384615385,33.66666667,0
YOR174W,2.107564948,23.23333333,38
YER110C,1.886557839,42.36204482,0
YER133W,3.687567504,21.28134921,0
YLR026C,2.977103014,26.20952381,4.5
YNL263C,2.299898296,33.84694906,0
YGL092W,2.950474602,26.27399267,0
YNL102W,3.901165244,19.67142857,0
YDL029W,3.863320136,19.83290043,0
YCR002C,4.345743146,17.61669409,0
YKR026C,2.133438335,35.75,0
YPL161C,1.038961039,73,0
YDR076W,2.55372807,29.5,0
YKL196C,3.033175888,24.73762626,0
YDR211W,3.169928856,23.64195527,0
YKL042W,2.06257764,22.5,36
YIL007C,1.75,42.33333333,0
YDR097C,4.275214172,17.30889724,0
YDR499W,2.282222222,32.4,24
YBR176W,1.688612998,43.33333333,0
YMR197C,2.998065677,24.25,1
YGR258C,5.300877193,13.64460784,0
YER013W,1.575081234,45.66666667,6
YMR201C,2.103988117,32.2,34
YBR257W,6.261111111,11.33333333,0
YOR078W,1.356618362,51.81666667,0
YGL153W,2.588235294,27.08333333,18
YIL142W,5.6,12.5,0
YBL035C,3.530538579,19.67142857,0
YMR117C,2.495075758,27.8,2
YFR002W,2.292872869,29.625,4
YOR290C,3.902159369,17.22222222,0
YLR310C,2.655555556,25.19642857,0
YJL026W,2.265296443,29.425,0
YBR289W,3.813032809,17.22222222,0
YNL052W,5.421428571,12.08333333,0
YJL157C,2.542779748,25.74025974,0
YHR119W,3.835714286,16.97575758,2
YMR159C,1.907258065,16.61538462,34
YBR167C,6.066666667,10.58888889,0
YHR062C,6.066666667,10.58888889,0
YBL049W,1.258956916,51,0
YNL282W,5.6,11.44444444,0
YGR030C,6.261111111,10.12323232,0
YER118C,2.270735294,27.90909091,0
YGR120C,1.495118916,41.9,0
YHR171W,1.951388889,11.78939394,32
YJR065C,3.545313428,17.56854257,0
YIL062C,3.266053391,19,0
YMR127C,2.580357143,16.40833333,24
YDR224C,3.109626414,19.91428571,6
YNL082W,4.133157895,14.94757348,0
YLR395C,5.1,12.08333333,0
YER059W,1.6,38.5,0
YDL188C,2.203683122,27.125,0
YLR337C,2.40596648,24.72222222,0
YER023W,1.595321587,37.25,0
YOR020C,1.808749101,32.83333333,0
YLR314C,2.63008658,22.52027972,12
YPL049C,2.761904762,21.39880952,0
YFR034C,2.100928661,28,0
YLR362W,2.603571429,22.57371795,0
YPL016W,2.97849741,19.72222222,0
YKL081W,2.362745098,24.66666667,0
YBR175W,1.771861472,32.86666667,0
YDR202C,1.151766534,50.33333333,0
YDR195W,1.78322374,32.18214286,0
YKR059W,1.722641373,33.27442002,0
YNL044W,1.984132711,28.6,2
YDR181C,2.532738095,22.2,0
YKL018W,2.443032213,22.9047619,0
YER086W,2.34800898,23.75,0
YBR270C,0.524647922,106,0
YDR073W,3.223903885,17.22222222,0
YOR110W,2.176906427,25.47619048,0
YNL221C,5.6,9.866666667,0
YDR142C,3.333613445,16.41666667,0
YDR510W,2.1861314,25,0
YJL002C,5.780952381,9.416666667,2
YEL037C,1.94624596,27.83928571,5.25
YGL163C,2.55372807,21.10119048,2
YLR038C,5.1,10.5,0
YIL066C,2.431818182,21.91111111,0
YCR077C,1.927219305,27.5218254,0
YCR092C,6.022694236,8.788721805,0
YHR152W,1.841593098,28.5,0
YKL013C,3.770454545,13.87662338,0
YGR054W,1.659136788,31.5,0
YER157W,1.887911663,27.46587302,0
YOR232W,2.12234127,24.41666667,0
YPR181C,4.329916634,11.94206349,0
YDL017W,4.245770751,12.00649351,0
YCR072C,1.470217633,34.61507937,0
YBR109C,2.220651362,22.57962038,0
YFL008W,2.473484848,20.05277778,0
YMR055C,2.047081105,24.2,0
YOL149W,1.755110793,28.20952381,0
YBR010W,3.093202751,16.00490196,0
YIR015W,6.261111111,7.870707071,0
YMR273C,1.969531286,24.87229437,0
YDR416W,2.741749723,17.85714286,0
YDR321W,1.378091398,35.5,0
YLR370C,3.266053391,14.88571429,0
YDR412W,0.539655423,90,12
YAR003W,1.730699856,28,0
YEL015W,2.986692429,16.21817043,0
YDR192C,1.480937749,32.65357143,0
YAL034C,0.928937729,52,0
YJR090C,2.152973838,22.40692641,0
YAL033W,6.066666667,7.870707071,0
YBL018C,6.066666667,7.870707071,0
YIL038C,1.873132191,25.38214286,0
YLR258W,2.615384615,18,0
YJR084W,1.326582461,35.33333333,0
YLR328W,1.907064705,24.5,0
YDR100W,1.791666667,26,2
YDR189W,2.422334683,19.17810245,0
YMR256C,5.421428571,8.533333333,0
YGL191W,5.421428571,8.533333333,0
YOR128C,1.846153846,25,0
YJR041C,1.590957507,28.78333333,0
YNL333W,3.188397129,14.3,0
YOL004W,1.230275444,36.80727273,0
YOR144C,1.685143288,26.85714286,0
YOL090W,3.359298246,13.45263158,4
YLR027C,2.545454545,17.53333333,0
YKL028W,2.122942159,20.91428571,0
YJL061W,1.436588629,30.84102564,0
YIL109C,4.440536437,9.813492063,0
YDL067C,5.1,8.533333333,0
YHL025W,2.931913928,14.66666667,0
YML058W,1.696428571,25.25,0
YBR049C,1.472736414,28.55,0
YDL195W,4.205316742,9.916666667,0
YJL008C,4.165151515,10,0
YLR442C,3.151055045,13.17822129,10
YGR040W,2.931585958,14.05,0
YCR053W,2.135858586,19,0
YNL298W,1.566027024,25.7794955,0
YGL187C,4.2,9.6,0
YJL089W,2.717171717,14.75,0
YPL218W,4.078087045,9.813492063,0
YNL071W,1.460526316,27.33333333,0
YNR035C,3.176767677,12.34935065,0
YKL104C,0.958064041,40.66666667,0
YER172C,1.437336912,27.07142857,0
YNL084C,1.584818776,24.16666667,0
YBR114W,2.149350649,17.8,2
YKL103C,2.127996273,17.95238095,0
YPR055W,4.276832151,8.916666667,0
YPL210C,2.971428571,12.83333333,2
YDR392W,2.298665782,16.5382392,0
YGL221C,1,38,0
YGR113W,0.832226399,16.44285714,45.5
YDR045C,2.225797302,16.75,0
YLR335W,2.005134344,18.48921079,8
YIL128W,2.055411255,13.5,18
YER031C,1.539096208,24.00394737,0
YBL007C,2.39498404,15.26626984,0
YNL330C,2.98788986,10.95194805,12
YOR243C,1.168966372,29.53333333,0
YGR144W,1.606119078,21.42857143,0
YOR111W,1,34,0
YNL062C,0.943071968,35.66666667,36
YPL118W,1.943358797,17.25,0
YBR009C,2.442586787,13.68347339,0
YML019W,4.7,7.083333333,2
YPR018W,2.375,13.8,10
YNL166C,1.445310245,22.6,0
YDR395W,2.78021312,11.72857143,0
YFL005W,0.752320601,42.5,0
YML042W,1.666666667,19,0
YHR030C,2.17575188,14.4984127,0
YJL173C,2.76,11.4,10
YLR093C,1.508241758,20.5,0
YGL061C,0.677127602,8.476190476,45.5
YKR034W,2,15.33333333,10
YOR106W,1.865384615,16.43333333,0
YOR069W,2.75,11.11428571,0
YGR193C,1.626372998,18.5,0
YGL122C,2.251914215,13.34353147,0
YNL088W,2.943408367,10.20714286,0
YJL014W,4.283333333,7,0
YPL085W,3.864364802,7.75,0
YBL050W,1.277777778,23.33333333,4.5
YKL122C,2.378571429,12.5,0
YDR212W,4.2,7,0
YDR166C,4.086111111,7.166666667,0
YEL046C,1.721387521,17,0
YPL243W,2.971428571,9.8,2
YLR033W,1.522126424,19.05,0
YML095C,1.786397813,16.2,10
YGL025C,1.077221451,26.57142857,0
YMR078C,0.772870124,37,0
YIL063C,1.527643785,18.66666667,0
YLR183C,0.55618011,51.25,0
YMR053C,0.568627451,50,0
YOR179C,0.709752601,40,0
YEL002C,6.164285714,4.583333333,0
YOR326W,1.431105851,19.65021245,0
YMR167W,3.619229323,7.761591479,0
YDR052C,2.427588933,11.40909091,0
YOR085W,6.025,4.583333333,0
YGL226CA,6.025,4.583333333,0
YDL232W,6.025,4.583333333,0
YLR384C,1.532887585,17.85714286,0
YDR113C,1.5,18.2,0
YCL037C,0.648286866,42,0
YIL084C,1.754520969,15.49545455,0
YER114C,0.726698156,37.25,0
YPR120C,0.353623188,76,0
YGR010W,1.82880117,14.5,0
YDR004W,1.282894737,20.22380952,0
YML105C,2.285714286,11.33333333,0
YOR212W,2.276068376,11.3452381,0
YER020W,2,12.90952381,0
YGL190C,1.873280886,13.58874459,0
YBR195C,1.625,15.6,0
YNL093W,2.070117322,12.21428571,0
YMR112C,0.6550754,38.33333333,2
YDR378C,1.051485105,23.5218254,0
YBR264C,1.525845411,16,0
YMR149W,5.297619048,4.583333333,0
YNL099C,1.333333333,18,0
YPL115C,1.843589744,12.925,0
YDR050C,1.763636364,13.5,0
YPL259C,2.222222222,10.66666667,0
YER095W,1.141667996,20.5547619,0
YOL006C,3.266222611,7.146052632,0
YGL121C,0.685714286,34,0
YLR424W,1.051840728,22.12222222,0
YDL143W,3.842156863,6.023809524,0
YBR136W,2.837086656,8.153634085,0
YDL074C,2.771464646,8.333333333,0
YFR047C,1.356041313,17,0
YGL100W,1.625646998,14.14285714,0.222222222
YAL003W,2.520454545,9.1,0
YLR221C,0.482444113,47.5,0
YOR098C,0.897081413,25.47344322,0
YIL068C,4.086111111,5.583333333,0
YNL309W,0.678772379,33.41121212,0
YLR262C,2.297101449,9.818181818,0
YDR016C,1.002192982,7.285714286,22.5
YEL009C,1.369079268,16.45201465,0
YKR014C,1.620382757,13.82142857,0
YDL246C,2.256270659,9.9,0
YDR468C,1.562354312,14.25,0
YFL009W,1.65530303,13.44444444,0
YDR103W,2.53003663,8.721428571,0
YER009W,0.682513114,31.83333333,0
YDR032C,1.734387352,12.5,0
YDR362C,2.336507937,9.25,0
YJL095W,2.259469697,9.555555556,0
YDR303C,1.458095447,14.7,0
YGL233W,3.775252525,5.583333333,0
YKL057C,1.327188381,15.83470696,0
YBR118W,1.613383838,13,0
YOR276W,1.557741061,13.16666667,0
YGL195W,1.380650769,14.59166667,0
YPL007C,2.565079365,7.8,0
YHR105W,1.428571429,14,2
YOL145C,1.096780952,18.1929124,0
YBR200W,0.890297955,22.25,0
YKL152C,2.000441919,9.9,0
YJL074C,1.416666667,13.89722222,0
YGL040C,1.22270798,16,0
YGR058W,1.555555556,12.57142857,0
YKL129C,2.520604749,7.705627706,0
YPL138C,1.011904762,18.93073593,0
YGR024C,1.428571429,13.33333333,0
YOR036W,0.763450292,24.91666667,0
YMR043W,2.592261905,7.333333333,0
YJL005W,1.350834446,14.01325758,0
YLR245C,1.443682796,13.03333333,0
YKL020C,1.2,15.6,0
YJL025W,1.145614035,16.25,0
YNL118C,0.763666817,24.37073453,0
YGL090W,1.428571429,13,0
YNL090W,1.273109244,14.58333333,0
YDL092W,2.378571429,7.666666667,0
YBR059C,1.555555556,11.6,0
YNR010W,1.246653144,14.375,2
YLR377C,1.451279408,12.33333333,0
YBR126C,1.519303245,11.73333333,0
YDR227W,2.676336518,6.653711485,0
YCR009C,2.402983579,7.4,0
YKL060C,2.124747475,8.35,0
YDR480W,2.39047619,7.386904762,0
YDL239C,0.671428571,26.26346154,0
YDL089W,1.757575758,10,2
YNL314W,1.525,11.5,0
YAL041W,0.861319967,20.34848485,0
YML077W,1.777056277,9.833333333,5
YLR208W,3.434440559,5.083333333,0.5
YER165W,1.194048196,14.58195971,0
YMR080C,2.082358489,8.3,0
YER146W,1.056150365,16.30862193,0
YDL220C,1.666666667,10.33333333,0
YJL111W,4.283333333,4,0
YOR039W,1.083857165,15.75,0
YKL108W,1,16.88888889,0
YER008C,3.090909091,5.45996732,0
YJR064W,4.2,4,0
YCL024W,1.566738817,10.66666667,0
YBR221C,1.357894737,12.27777778,0
YDR148C,0.512005373,32.33333333,0
YBL026W,0.889461698,18.41812865,0
YPR160W,1.222882673,13.33333333,0
YGL086W,1.653571429,9.857142857,0
YAL001C,2.565079365,6.316666667,0
YJR112W,1.539645046,10.3515873,0
YOR178C,1.467203339,10.85952381,0
YHR174W,2.103665171,7.45,0
YNL047C,0.783549784,19.98412698,0
YHL007C,1.017431399,15.35287081,0
YMR059W,2.333333333,6.666666667,0
YEL043W,2.241022195,6.875,0
YBR102C,2.132952175,7.166666667,0
YJR050W,2.21067415,6.875,2
YML121W,1.777777778,8.5,0
YGL003C,1.333333333,11.33333333,0
YCL040W,1.428571429,10.5,0
YDL101C,1.6,9.333333333,0
YPL139C,3.490288342,4.269545455,0
YOL086C,1.777777778,8.35,0
YER178W,1.207894737,12.27777778,0
YFL018C,1.325048733,11.16984127,0
YMR205C,1.355984069,10.89285714,0
YLL010C,0.666666667,22,0
YMR190C,3.619598997,4.041353383,0
YOR195W,1.535353535,9.5,0
YBR123C,2.579365079,5.623809524,0
YGR155W,0.892139487,16.16666667,0
YGL237C,1.428571429,10,2
YDR188W,3.5,4,0
YGL116W,1.725,8,0
YNL271C,1.026111111,13.30701754,0
YNL041C,0.846558704,16,0
YBR133C,1.5,9,0
YIL144W,2.515151515,5.333333333,0
YDR028C,1.672706267,8.007142857,0
YPL149W,1.329166667,4.335897436,10
YML001W,1.429374732,9.28968254,0
YPR080W,2.50530303,5.3,0
YDR259C,0.411773731,32.2,0
YDL217C,2.007142857,6.6,0
YOR275C,1.576190476,8.4,0
YOR284W,2.904781314,4.533333333,0
YOL133W,1.636363636,8,0
YER125W,1.99476186,6.507872245,0
YDR432W,0.734984214,17.625,0
YDL003W,1.261183261,10.24444444,0
YDR218C,1.093073593,11.80952381,2
YER027C,1.58030303,8.15,0
YBR091C,2.007142857,6.4,0
YER155C,1.156088501,11.1010101,0
YKR084C,2.40530303,5.3,0
YGR180C,0.765151515,16.6,0
YLR044C,2.061616162,6.15,0
YGR047C,2.222222222,5.623809524,0
YBR160W,0.869565217,14.35487013,0
YBL014C,0.912346374,13.66666667,0
YOL018C,1.423465423,8.714141414,0
YMR235C,1.75,7.083333333,0
YGR173W,1.428571429,8.666666667,0
YNL098C,2.18452381,5.573412698,0
YKR048C,0.731192853,16.59345238,0
YLR192C,0.866441348,14,0
YMR311C,1.561111111,7.75,0
YMR139W,1.814484127,6.666666667,0
YDR477W,1.520833333,7.885714286,0
YDR130C,1.836666667,6.461538462,0
YKL058W,0.713187837,16.5,2
YNL167C,1.2,9.8,0
YPR082C,0.510722044,23,0
YDL209C,0.91214651,12.43333333,0
YGL223C,0.846558704,13.25,0
YJL137C,1.401923077,8,0
YPR165W,2.130952381,5.230769231,0
YBL002W,2.525642445,4.357142857,0
YGL022W,5.26984127,2.083333333,0
YMR276W,0.493034019,22.25,0
YJL164C,1.361111111,8,0
YMR255W,0.570010635,19,0
YNR011C,0.978042802,11,0
YMR096W,1.727272727,6.2,0
YGL212W,0.883333333,12.11111111,0
YOL113W,1.2,8.857142857,0
YDR036C,1.032094943,10.25,2
YDL064W,1.805194805,5.843137255,0
YIL026C,1.051587302,10,0
YGL213C,1.5,7,0
YML043C,0.952631579,10.95,0
YJR109C,1.569365722,6.642857143,0
YIL125W,1.206778309,8.6,0
YBR254C,1.428571429,7.2,0
YLR148W,1.671428571,6.133333333,0
YJL085W,3.347034172,3.041666667,0
YOR194C,0.713187837,14.25,2
YHR206W,1.642857143,6.181818182,2
YKR068C,2.128571429,4.733333333,4
YNL250W,2.548611111,3.933333333,0
YDR131C,1,10,0
YOR115C,1.419047619,7.033333333,0
YJL054W,2.126190476,4.675,0
YKR082W,0.820717862,12.1,0
YNL031C,2.27835777,4.357142857,0
YHR113W,1.415204678,7,0
YLL050C,2.034246856,4.862573099,0
YGL206C,1.457004107,6.777777778,0
YHR158C,1.846153846,5.333333333,0
YJR159W,0.676279013,14.5,0
YIL150C,0.901818182,10.66666667,0
YDR472W,1.200865801,8,5
YNL053W,1.2,8,0
YHR111W,1.2,3.571428571,8
YHR025W,1,9.5,0
YJR075W,1.166666667,8,0
YMR198W,1.3875,6.666666667,0
YJL124C,0.387061152,23.82142857,4
YLR319C,2.045833333,4.408333333,0
YOR351C,1.2,7.5,0
YKR037C,0.673276942,8.666666667,13.25
YBR086C,0.579795396,15.14285714,12
YOR380W,1.333333333,6.571428571,0
YGL127C,0.341299642,25.61547619,6
YBL016W,1.128571429,7.692857143,0
YKL085W,1.321933622,6.523809524,0
YBR025C,0.623444742,13.66666667,2
YPL214C,1,8.5,0
YLR386W,1.858629776,4.5,0
YML093W,0.667607424,12.5,0
YDR422C,1.416666667,5.885714286,0
YPR017C,1,8.333333333,0
YOR027W,0.8375,9.857142857,0
YKR055W,1.5,5.5,0
YJL199C,1.802657155,4.533333333,0
YBR044C,1.166666667,7,0
YGR097W,1.2,6.8,0
YKR077W,0.110144928,74,0
YAL016W,1.025817932,7.93452381,0
YKL117W,0.754166667,10.77142857,0
YOR254C,1.328571429,6.083333333,0
YBR171W,1.142857143,7.033333333,0
YDR245W,1.30952381,6.116666667,0
YDR030C,0.666666667,12,0
YDR306C,1,8,0
YHR184W,1.2,6.666666667,0
YLR180W,0.901149425,8.873809524,0
YDR129C,1.340522876,5.961988304,0
YKL135C,0.81871345,9.75,0
YFR027W,1.619047619,4.926984127,2
YGL115W,1.492424242,5.335714286,0
YCL032W,0.357142857,22,0
YAL032C,0.553295097,14.08333333,0
YGL035C,1.647222222,4.714285714,0
YER173W,1.428571429,5.428571429,2
YIL072W,1.291666667,6,0
YJL090C,1.333333333,5.8,0
YJL141C,1.428571429,5.4,0
YBR094W,1.380238095,5.514285714,0
YLR019W,1,7.6,0
YKL148C,2,3.785714286,0
YGL106W,1.048332873,7.181818182,0
YDL207W,0.829083461,9.075,0
YMR042W,1.04781746,7.119047619,0
YJL081C,1.022910096,7.223809524,0
YJR021C,1,7.333333333,0
YHR016C,0.930011107,7.8,0
YLR429W,1.428571429,5.076923077,0
YDR482C,1.2,6,0
YHR135C,1.428571429,5,0
YML102W,1.491666667,4.783333333,0
YOL123W,1.137808777,6.23987679,0
YER161C,1.648255814,4.222222222,0
YBR135W,0.370299117,18.78181818,0
YGL207W,0.549200653,12.64830918,0
YHR183W,1.333333333,5.2,0
YJL154C,1.603571429,4.285714286,0
YPR086W,0.239254109,28.44444444,0
YLR292C,1.019047619,6.666666667,0
YML051W,1.452631579,4.666666667,0
YNL116W,1.428571429,4.727272727,0
YOR335C,1.666666667,4.05,0
YML099C,0.777777778,8.666666667,0
YJR103W,1.2,5.6,0
YPR189W,0.863650075,7.76984127,0
YJL183W,1.166666667,5.75,0
YIL094C,0.742735043,9,0
YNL032W,1.333333333,5,0
YMR105C,1.121212121,5.94047619,0
YGL037C,1.356041313,4.888888889,0
YJR052W,1.2,5.5,0
YMR022W,1,6.571428571,0
YDR216W,0.815943059,7.9768728,0
YDR295C,1.090909091,5.916666667,0
YBR279W,0.789275234,8.125,0
YHR188C,1.2,5.333333333,0
YPL051W,1.5,4.25,0
YNL006W,1.408333333,4.5,0
YEL036C,1,6.333333333,0
YBR072W,1.333333333,4.75,0
YLR396C,1.271428571,4.979166667,0
YLL041C,1.666666667,3.785714286,0
YLR191W,1.179871949,5.333333333,0
YDR037W,1.333333333,4.7,0
YJR091C,0.231292517,27.08665224,0
YML031W,0.284482759,22,2
YDR425W,0.591545894,10.5,0
YPR105C,0.522498554,11.88034188,0
YHR114W,0.314814815,19.7,0
YGR204W,1.45,4.25,0
YHR172W,1.154761905,5.313131313,0
YMR246W,1,6,0
YCR012W,0.708333333,8.4,0
YMR263W,0.894720497,6.625,0
YAL029C,1.356248824,4.33002962,0
YJL053W,1.375,4.257142857,0
YIL115C,0.811599512,7.2,0
YBL105C,1.02047619,5.712121212,0
YMR038C,1.2,4.857142857,0
YFR008W,0.283272283,20.5,0
YFR028C,0.646404838,8.916666667,0
YOR026W,1.2,4.8,0
YNL126W,1.221428571,4.666666667,0
YGR140W,2.17027417,2.595588235,0
YJL020C,2.813019922,2,0
YIL046W,2.156371903,2.595588235,0
YNL312W,2.705714286,2.056140351,0
YNL138W,0.655862105,8.479166667,0
YGL026C,0.252631579,22,0
YKL113C,1.428571429,3.866666667,0.5
YBL085W,0.559109312,9.751515152,0
YBR216C,0.154747475,35,0
YOR089C,1.861111111,2.9,0
YLR014C,1.428571429,3.75,0
YNL023C,1.333333333,4,2
YLR025W,2.109803922,2.5,0
YNL230C,1,5.2,0
YML007W,0.342831541,15.125,0
YGR200C,1.383333333,3.742857143,0
YDL164C,1,5.166666667,0
YHR019C,1.333333333,3.866666667,0
YMR239C,0.611558308,8.372027972,0
YDR356W,0.918478261,5.570707071,2.25
YLR170C,0.955555556,5.333333333,0
YCR084C,1.651416122,3.058823529,0
YNL147W,1.02750757,4.904761905,0
YML057W,1.382539683,3.6,0
YHR099W,1.353340124,3.666666667,0
YGL016W,0.433837535,11.25,0
YIR005W,1,4.857142857,0
YPR088C,1.085714286,4.466666667,2
YPL094C,0.952380952,5.083333333,0
YJR045C,2.353968254,2.05,0
YOR136W,0.67406015,7.066666667,0
YML088W,1,4.666666667,0
YOL135C,0.290557662,16,2
YMR129W,0.702298851,6.571428571,0
YOL058W,0.252631579,18.25,0
YPL022W,1.894736842,2.426315789,0
YGR252W,1.893478261,2.421052632,0
YMR280C,1,4.571428571,0
YKL190W,1.2,3.777777778,0
YFL060C,0.696969697,6.5,0
YMR294W,0.38407994,11.75,0
YLR403W,1,4.5,0
YLR016C,1,4.5,0
YHR012W,0.935714286,4.8,0
YGL175C,1.22270798,3.666666667,0
YLR113W,1.733333333,2.566666667,0
YOR047C,0.200993661,22.125,0
YCL039W,0.666666667,6.666666667,0
YER007W,1.333333333,3.333333333,0
YMR094W,2.140909091,2.07239819,0
YLR263W,1.75,2.5,0
YEL055C,0.425462752,10.19047619,0
YDL088C,0.284482759,15.14285714,2
YBR155W,0.631810451,6.8,0
YOR368W,1.428571429,3,0
YDR386W,1.587962963,2.694444444,0
YGR061C,1.005555556,4.25,0
YFR015C,1.701923077,2.5,0
YJR102C,0.8,5.3,0
YDL175C,1.428571429,2.933333333,0
YAL056W,0.342857143,12.14285714,0
YOR371C,0.342857143,12.1,0
YGR240C,0.880722154,4.666666667,0
YOR043W,1.5,2.727272727,0
YJL128C,1.606349206,2.5,0
YDR044W,0.331746032,12.08333333,0
YDR051C,0.666666667,6,0
YLR427W,0.666666667,6,0
YFL031W,0.666666667,6,0
YGL179C,0.666666667,6,0
YDR260C,1,4,0
YDL099W,1,4,0
YML112W,1.2,3.333333333,0
YML085C,0.5,7.8,0
YPL204W,1.831514722,2.114285714,0
YDR381W,1.670707071,2.297619048,0
YBR193C,0.218758989,17.51785714,4
YEL020WA,1.884920635,2,0
YEL061C,1.5,2.5,0
YNL331C,1.496037473,2.5,0
YGL178W,0.305878332,12.21428571,0
YMR291W,0.666666667,5.6,0
YLL021W,0.57575188,6.438095238,0
YOR046C,0.653968254,5.666666667,0
YLR212C,0.983333333,3.767676768,0
YLR079W,0.355699856,10.4,0
YMR270C,0.502506266,7.25,0
YJR066W,0.736111111,4.923809524,0
YIL138C,0.666666667,5.428571429,0
YPL155C,1.443478261,2.5,0
YDR313C,1.2,3,0
YNR017W,1.05,3.4,0
YER017C,1.6,2.225,0
YMR001C,1.708333333,2.083333333,0
YGL064C,0.526881205,6.75,0
YLR417W,0.9,3.95,0
YGR136W,0.263157895,13.5,0
YAL005C,0.56554307,6.248626374,0
YFR024C,1.487997251,2.355555556,0
YML016C,1.75,2,0
YHR115C,1.428571429,2.444444444,0
YMR224C,1.477777778,2.355555556,0
YJR024C,0.666666667,5.2,0
YAR018C,1.694285714,2,0
YCR014C,1.2,2.8,2
YGR261C,1.635714286,2.05,0
YML056C,0.666666667,5,0
YPR029C,0.955555556,3.416666667,0
YLL039C,0.52173913,6.183333333,0
YNR007C,0.496746032,6.463636364,0
YPL086C,1.7,1.875,0
YDL040C,0.75,4.25,0
YHR086W,0.254309566,12.48888889,0
YGL068W,1.457407407,2.166666667,0
YMR032W,0.53488491,5.901515152,0
YGR234W,0.515131579,6,0
YPL209C,0.610526316,5,0
YOL126C,0.666666667,4.571428571,0
YHL018W,1.494162826,2.033333333,0
YJL068C,0.666666667,4.5,0
YNL159C,1,3,0
YJL044C,1,3,0
YPL095C,0.473067633,6.333333333,0
YDR173C,0.788888889,3.785714286,0
YLR394W,0.465277778,6.4,0
YPL140C,1.452631579,2.033333333,0
YOL082W,0.475540493,6.176190476,0
YBR223C,0.666666667,4.4,0
YHR216W,0.417082626,7,0
YDR217C,1.2,2.4,0
YOR035C,0.17884015,16,0
YMR095C,0.696969697,4.1,0
YER177W,1.329554656,2.148484848,0
YJL115W,0.744047619,3.825,2
YGR048W,0.576923077,4.909090909,0
YOR353C,1.2,2.333333333,0
YNR023W,0.305975971,9.111111111,0
YHR164C,1.348571429,2.056140351,0
YCR028CA,1.348571429,2.056140351,0
YJR086W,0.320512821,8.5,0
YOR127W,0.376756371,7.195804196,0
YDR150W,0.659722222,4.083333333,0
YNL037C,0.614906832,4.354761905,0
YDR054C,0.558303624,4.778594771,0
YHR199C,0.666666667,4,0
YLR438W,0.590909091,4.5,0
YBR152W,0.284513806,9.333333333,0
YNL086W,0.263021189,10,0
YMR124W,0.20952381,12.5,0
YOR297C,0.904761905,2.875,0
YLR432W,0.5,5.2,0
YPL083C,1.133333333,2.266666667,0
YMR231W,0.735714286,3.491346154,0
YPL045W,0.735714286,3.491346154,0
YOR076C,0.380409357,6.619047619,0
YCR030C,0.378503372,6.625,0
YPL111W,0.306403329,8.166666667,0
YJR010W,1,2.5,0
YGR150C,0.463480392,5.333333333,0
YFR031C,0.984848485,2.5,0
YKL112W,0.484737485,5.055555556,0
YER099C,0.816666667,3,0
YGR278W,0.271086618,8.961904762,0
YMR312W,1.2,2.017857143,0
YER100W,1.2,2,0
YNL260C,1.2,2,0
YIL131C,1.2,0.4,2
YPL003W,1.2,2,0
YOL068C,0.507936508,4.714285714,0
YDR002W,0.478686636,5,0
YNL214W,1.194157663,2,0
YKR083C,0.451388889,3.333333333,5.25
YLR284C,0.303581594,7.666666667,0
YLR200W,0.740402622,3.142857143,0
YNL021W,0.32739726,7.089285714,2
YHL011C,0.766666667,3,0
YLR207W,1,2.297619048,0
YBL032W,0.327231666,7,0
YKL002W,0.134353741,17,0
YLR105C,1,2.266666667,0
YHR160C,0.521428571,4.333333333,0
YDR158W,0.990909091,2.266666667,0
YDR244W,1.119327731,2,0
YDR390C,0.379304029,5.768181818,0
YOR185C,0.267832168,8.166666667,0
YPL091W,1,2.181818182,0
YGL062W,0.535714286,4.057142857,0
YLR210W,0.168478261,12.83333333,0
YMR106C,1,2.153846154,2
YEL003W,1.055555556,2.017857143,0
YML094W,1.055555556,2.017857143,0
YKL061W,0.303802864,7,0
YBL078C,0.496825397,4.274242424,0
YGR067C,1.043478261,2.023809524,0
YGR009C,0.294589372,7.166666667,0
YDR207C,0.999121651,2.102272727,0
YJL110C,0.472222222,4.380952381,2
YKL150W,0.448484848,4.6,0
YHR013C,0.75,2.75,0
YHR023W,0.886363636,2.306220096,0
YDL193W,1.428571429,1.428571429,0
YLL018C,1,2.033333333,0
YER092W,0.404761905,5.017948718,0
YLR178C,0.408205128,4.964285714,0
YMR322C,0.696969697,2.9,0
YDR267C,1,2,0
YOL102C,1,2,0
YCL029C,0.568478261,3.516666667,0
YLL024C,0.305742036,6.392765568,0
