Proteins,ECC,GO,SubCell
YJL187C,1.333333333,1.454545455,0
YCR033W,0.350649351,5.476190476,0
YJR032W,0.640909091,2.984615385,0
YAR042W,0.95,2.009090909,0
YCR066W,1.428571429,1.333333333,0
YML100W,0.790909091,2.4,0
YGL097W,0.513700642,3.666666667,0
YOR132W,0.935714286,2,0
YIL160C,0.55,3.333333333,0
YBR156C,0.610526316,3,1
YHR058C,0.134584756,13.6,0
YER162C,0.326397813,5.6,0
YDL077C,0.785714286,2.307692308,0
YMR261C,1.086363636,1.666666667,0
YDR176W,0.692873728,2.60952381,0
YDR200C,1.2,1.5,0
YOR279C,0.476190476,3.75,0
YCR079W,1,1.777777778,0
YER081W,0.147368421,12,0
YCL027W,0.215555556,8.166666667,0
YDR264C,0.330769231,5.125,0
YLR224W,0.23030303,7.333333333,0
YPL181W,0.435746606,3.875,0
YPR171W,0.412855669,4.047979798,0
YLR134W,0.604040404,2.766666667,0
YDL156W,1,1.666666667,0
YER115C,0.083333333,20,0
YCR086W,0.257142857,6.428571429,0
YHR084W,0.799675325,2.05,0
YER090W,0.4,4,0
YMR104C,1.2,1.333333333,0
YDL126C,0.6,2.651515152,0
YER111C,0.346282373,4.587301587,0
YOR075W,0.35,4.5,0
YPL048W,1.747727273,0.9,0
YDR074W,0.772727273,2.033333333,0
YGL173C,0.40676745,3.850877193,0
YKL059C,0.391208791,4,0
YMR303C,0.410714286,3.8,0
YDR430C,0.252631579,6.166666667,0
YNL153C,0.888888889,1.75,0
YGR129W,0.770707071,2.017857143,0
YDL042C,0.402331002,3.786064426,0
YJL143W,0.413131313,3.666666667,0
YPR040W,0.201923077,7.5,0
YDL159W,0.712287712,2.114285714,0
YFR003C,1.2,1.25,0
YKL082C,0.317647059,4.688636364,0
YDL006W,1.333333333,1.111111111,0
YOR140W,0.261904762,5.571428571,2
YGR184C,0.136426979,10.66666667,0
YKL166C,0.666666667,2.181818182,0
YOR057W,0.23030303,6.266666667,0
YBL021C,1,1.428571429,0
YDL065C,0.289962582,4.8,0
YDL105W,0.333333333,4.117857143,0
YBR218C,0.476190476,2.880952381,0
YDR082W,0.416666667,3.266666667,0
YAR008W,1.133333333,1.2,0
YBR140C,0.503968254,2.694444444,0
YMR077C,0.45,3,0
YHR005C,0.266666667,5,0
YDR266C,0.666666667,2,0
YPL150W,0.666666667,2,0
YPR176C,0.583333333,2.266666667,0
YGL181W,0.62511284,2.114285714,0
YHR072WA,0.296593615,4.416666667,0
YBL093C,0.127903144,10.14285714,0
YGR108W,0.168478261,7.7,0
YML054C,0.611111111,2.114285714,0
YLR373C,0.125,10.33333333,0
YGR254W,0.5,2.5,0
YOL065C,0.234482759,5.25,0
YGL241W,0.266481485,4.583333333,0
YCR008W,0.666666667,1.818181818,0
YGR239C,0.371428571,3.25,0
YCL055W,0.4,3,0
YKL074C,0.584330484,2.05,0
YGR246C,0.702506266,1.7,0
YLR117C,0.584586466,2.017857143,0
YKL211C,0.4,2.933333333,0
YNL112W,0.523475152,2.225,0
YJR033C,0.196969697,5.843137255,0
YPR141C,0.604166667,1.9,0
YPL026C,1,1.142857143,0
YBR017C,0.265171817,4.303571429,0
YIR017C,0.496581498,2.240384615,0
YDR310C,0.476190476,2.321428571,0
YER124C,0.25,4.4,0
YDL226C,0.370117322,2.95,0
YJR017C,0.666666667,1.636363636,0
YBR045C,0.273255814,3.95,0
YDL229W,0.082633053,13,0
YLR109W,0.666666667,1.6,0
YLR452C,0.105263158,10,0
YNL039W,0.459649123,2.288235294,0
YDL002C,0.483216783,2.166666667,0
YDR034C,0.126984127,8.2,0
YLR182W,0.346282373,3,0
YCR038C,0.138095238,7.5,0
YJL117W,0.234482759,4.416666667,0
YOR205C,0.258823529,4,0
YIL070C,0.254761905,4,0
YDR168W,0.425,2.395604396,0
YKL008C,0.5,2.033333333,0
YPL002C,0.45,2.25,0
YML103C,0.500592885,2.017857143,0
YML028W,0.45,2.225,0
YLR055C,0.4004329,2.5,0
YNL128W,0.666666667,1.5,0
YKL193C,0.273255814,3.583333333,0
YJL031C,0.583333333,1.666666667,0
YBR170C,0.3,3.222222222,0
YKL141W,1.666666667,0.571428571,0
YDR469W,0.277777778,3.4,0
YLR010C,0.416666667,2.266666667,0
YDL153C,0.238529307,3.947619048,0
YHL002W,0.352644928,2.666666667,0
YCL008C,0.585990338,1.6,0
YMR288W,0.163919988,5.716666667,0
YNL161W,1,0.933333333,0
YNL223W,0.291666667,3.157142857,0
YDR164C,0.333333333,2.761904762,0
YBR121C,0.333333333,2.75,0
YER016W,0.325,2.816666667,0
YJR135WA,0.444444444,2.033333333,0
YKL181W,0.45,2,0
YDL059C,1.2,0.75,0
YPL028W,0.396464646,2.266666667,0
YLR371W,0.408532644,2.166666667,0
YPL203W,0.361111111,2.433333333,0
YBR288C,0.702380952,1.25,0
YGL192W,0.4,2.166666667,0
YBR057C,0.4,2.166666667,0
YDL019C,0.95,0.909090909,0
YDR078C,0.342857143,2.5,0
YLR450W,0.5,1.714285714,0
YOR230W,0.666666667,1.25,0
YLR196W,0.138333333,6,0
YGL128C,0.330855998,2.5,0
YMR068W,0.236111111,3.5,0
YOL070C,0.329004329,2.5,0
YJL151C,0.225490196,3.6,0
YGR163W,0.361111111,2.230769231,0
YKR007W,0.361111111,2.230769231,0
YOL128C,0.666666667,1.2,0
YGR143W,0.4,2,0
YCL028W,0.131578947,6,0
YKL205W,0.126923077,5.9,0
YJL057C,0.284482759,2.60952381,0
YOR048C,0.333359869,2.225,0
YNL124W,0.260720721,2.833333333,2
YDR174W,0.169355454,4.35,0
YHR060W,0.407189542,1.8,0
YKL110C,0.45,1.6,0
YKR066C,0.45,1.6,0
YOL115W,1.581349206,0.454545455,0
YLR376C,0.342857143,2.05,0
YDR080W,0.342857143,2.004166667,0
YKL213C,0.3,2.247474747,0
YDR180W,0.285714286,2.355555556,0
YKR054C,0.327587519,2.05,0
YOR101W,0.180555556,3.714285714,0
YOL061W,0.333333333,2,0
YLR119W,0.261235955,2.5,0
YIL033C,0.244930202,2.658333333,0
YKL052C,0.277777778,2.333333333,2
YDR277C,0.083776596,7.5,0
YLR141W,0.30952381,2,0
YIL118W,0.169312169,3.625,0
YOR086C,0.292156863,2.083333333,0
YER145C,0.260526316,2.333333333,0
YDR307W,0.260526316,2.333333333,0
YMR298W,0.5,1.2,0
YJL122W,0.08954229,6.666666667,0
YDR409W,0.285353535,2.07239819,0
YDL123W,0.147076023,4,0
YHL006C,0.285714286,2.05,0
YIL105C,0.628787879,0.928571429,0
YDR498C,0.216666667,2.694444444,0
YOL013C,1,0.583333333,0
YBR027C,0.256666667,2.266666667,0
YJL039C,0.101149425,5.75,0
YHR129C,0.224789916,2.583333333,0
YBL025W,0.285714286,2,0
YPR180W,0.202380952,2.75,0
YOR156C,0.093073593,5.843137255,0
YDR502C,0.233333333,2.321428571,0
YOR180C,0.258823529,2.083333333,0
YHR018C,0.202020202,2.666666667,0
YMR052W,0.144444444,3.666666667,0
YBL037W,0.660714286,0.8,0
YPL105C,0.262776506,2.009090909,0
YJL152W,0.259259259,2.017857143,0
YLR051C,0.261235955,2,0
YPL082C,0.124389052,4.2,0
YPR163C,0.347619048,1.5,0
YAL007C,0.222222222,2.3,2
YDR009W,0.252631579,2.011111111,0
YOR373W,0.224039265,2.266666667,0
YDR341C,0.333333333,1.5,0
YLR035C,0.145833333,3.428571429,0
YDR383C,0.032894737,15,0
YAL025C,0.1806751,2.694444444,0
YJL030W,0.2,2.428571429,0
YOR303W,0.321962759,1.5,0
YOR120W,0.190909091,2.523809524,0
YGL245W,0.190909091,2.5,0
YPR168W,0.046653144,10.16666667,0
YDL005C,0.046653144,10.125,0
YGL151W,0.046653144,10.1,0
YDL078C,0.190909091,2.416666667,0
YDR465C,0.069166667,6.666666667,2.25
YHR149C,0.144444444,3.166666667,0
YMR092C,0.223387723,2.029605263,0
YLL049W,0.042857143,10.5,0
YCR082W,0.042857143,10.5,0
YDR300C,0.191666667,2.321428571,0
YDR369C,0.666666667,0.666666667,0
YDR155C,0.222222222,2,0
YHL020C,0.4,1.1,0
YMR238W,0.125490196,3.5,0
YPL063W,0.611111111,0.714285714,0
YLR368W,0.085858586,5,0
YLR353W,0.256666667,1.666666667,0
YPL125W,0.102610723,4.152380952,0
YHL003C,0.5,0.833333333,0
YKL048C,0.666666667,0.615384615,0
YHR073W,0.666666667,0.615384615,0
YPL065W,0.243478261,1.666666667,0
YOR122C,0.199145299,2.029605263,0
YLR052W,0.333333333,1.2,0
YPR185W,0.14354067,2.761904762,0
YOR164C,0.091208791,4.333333333,0
YGL246C,0.394047619,1,0
YKR101W,0.183589744,2.102272727,0
YEL060C,0.14160628,2.666666667,0
YIL045W,0.16025641,2.321428571,0
YGR181W,0.444444444,0.833333333,0
YJR089W,0.173160173,2.125,0
YPL059W,0.236111111,1.555555556,0
YHL024W,0.183333333,2,0
YMR192W,0.150507737,2.428571429,0
YNL078W,0.181818182,2,0
YPR083W,0.108974359,3.333333333,0
YLR160C,0.173809524,2.083333333,0
YLR155C,0.173809524,2.083333333,0
YOR062C,0.097575758,3.633333333,0
YHL030W,0.106334842,3.333333333,0
YDR022C,0.076785714,4.6,0
YNL225C,0.348809524,1,0
YDR049W,0.345833333,1,0
YDL179W,1.2,0.285714286,0
YHR068W,0.117690058,2.9,0
YJR070C,0.09610984,3.5,1
YER032W,0.15,2.240384615,0
YDR318W,0.032894737,10.2,0
YBL106C,0.073109244,4.564102564,0
YKR062W,0.247988939,1.333333333,0
YNL092W,0.081626137,4,0
YGL229C,0.097575758,3.333333333,0
YNR032W,0.145833333,2.225,0
YKL095W,0.138888889,2.321428571,0
YBR130C,0.374647092,0.857142857,0
YLR345W,0.089912281,3.5,0
YCL014W,0.153846154,2.007575758,0
YFL012W,0.152116402,2.023809524,0
YGR264C,0.153609831,2,0
YOR370C,0.5,0.6,0
YIR002C,0.171428571,1.727272727,0
YFL006W,0.141414141,2,0
YDR110W,0.089127396,3.166666667,0
YMR089C,0.45,0.625,0
YPL106C,0.45,0.625,0
YOR320C,0.093306288,3,0
YOR160W,0.23788577,1.142857143,0
YEL056W,0.267340067,1,0
YER105C,0.12470015,2.114285714,0
YNL315C,0.1125,2.333333333,0
YHL031C,0.129554656,2,0
YGL170C,0.064565757,4,0
YER107C,0.052082626,4.857142857,0
YDR283C,0.1125,2.240384615,0
YPR173C,0.485714286,0.5,0
YOR231W,0.119298246,2.033333333,0
YDR408C,0.114492754,2.083333333,0
YPL242C,0.067777778,3.48245614,0
YER018C,0.1875,1.25,0
YJR134C,0.022795699,10,0
YOR281C,0.259259259,0.875,0
YPR193C,0.044758065,5,0
YBR112C,0.184150327,1.181818182,0
YIL071C,0.036111111,6,0
YKL101W,0.094684385,2.222222222,0
YLR086W,0.201388889,1,0
YPL001W,0.2,1,0
YLR453C,0.089285714,2.2,0
YBR080C,0.094444444,2.05,0
YDR084C,0.093478261,2,0
YLR063W,0.087301587,2.128571429,0
YBL005W,0.083776596,2.142857143,0
YEL034W,0.119298246,1.5,0
YOL012C,0.354136604,0.5,0
YLR435W,0.033615819,5,0
YMR025W,0.066917293,2.395604396,0
YKL119C,0.158823529,1,0
YGL156W,0.132478632,1.166666667,0
YDR099W,0.105263158,1.466666667,0
YDR285W,0.291666667,0.5,0
YMR108W,0.25,0.571428571,0
YPL232W,0.333333333,0.428571429,0
YCL034W,0.062745098,2.25,0
YJL180C,0.069642857,2,0
YHL009C,0.013245614,10,0
YDR256C,0.061059234,2.142857143,0
YMR005W,0.065151515,2,0
YIR023W,0.325,0.4,0
YDL154W,0.222222222,0.555555556,0
YLR144C,0.066731141,1.666666667,0
YGL096W,0.042307692,2.5,2
YFL037W,0.291666667,0.357142857,0
YLR067C,0.0495338,2,0
YGL095C,0.153846154,0.6,0
YBL001C,0.042293233,2.009090909,0
YDR361C,0.042342342,2,0
YPR159W,0.062745098,1.285714286,0
YDR448W,0.143589744,0.533333333,0
YPL215W,0.033224401,2.166666667,0
YNL199C,0.028594771,2.5,0
YML097C,0.211111111,0.333333333,0
YDR485C,0.031130268,2.25,0
YLR269C,0.030555556,2.166666667,0
YPL226W,0.215909091,0.3,0
YGR035C,0.030952381,2.033333333,0
YLR455W,0.015992415,3.75,0
YPL128C,0.025904203,2.3,0
YIL132C,0.027441077,2.166666667,0
YDR229W,0.022795699,2.5,0
YKL017C,0.027619048,2,0
YLR135W,0.027619048,2,0
YLR056W,0.027619048,2,0
YBL081W,0.027619048,2,0
YBR260C,0.072890026,0.75,0
YJR138W,0.048371648,1.125,0
YFL017C,0.033342595,1.5,0
YLR150W,0.096969697,0.5,0
YJR148W,0.071428571,0.666666667,0
YNL064C,0.071794872,0.588235294,0
YIL034C,0.082043344,0.5,0
YOR074C,0.019158836,2.013888889,0
YDR484W,0.051470588,0.714285714,0
YIL005W,0.015992415,2.166666667,0
YDL055C,0.02270798,1.428571429,0
YER149C,0.166666667,0.166666667,0
YPL098C,0.021428571,1.25,0
YKL067W,0.02270798,1.111111111,0
YDR459C,0.033342595,0.75,0
YLL027W,0.033615819,0.714285714,0
YPL192C,1.333333333,0,0
YBR295W,0,0,0
YPL014W,0,0,0
YOR070C,0,0,0
YER175C,0,0,0
YGL194C,0,0,0
YDR340W,0,0,0
YBR158W,0,0,0
YFL054C,0,0,0
YLR350W,0,0,0
YOR331C,0,0,0
YPL170W,0.666666667,0,0
YDL046W,0,0,0
YER181C,0,0,0
YLR322W,0,0,0
YKL221W,0,0,0
YAL055W,0,0,0
YDL131W,0,0,0
YGL065C,0,0,0
YGR262C,1,0,0
YHR057C,0,0,0
YOR385W,0,0,0
YGR065C,0,0,0
YGL244W,0,0,0
YNL008C,0,0,0
YLL012W,0,0,0
YNR041C,0,0,0
YKR096W,0,0,0
YMR265C,0,0,0
YDL115C,0,0,0
YPL258C,0,0,0
YLR414C,0,0,0
YHR044C,0,0,0
YIR003W,0,0,0
YDL137W,0,0,0
YFR046C,0,0,0
YLR299W,0,0,0
YOR191W,1.428571429,0,0
YGL166W,0,0,0
YGL104C,0.083333333,0,0
YGL197W,0,0,0
YBR169C,0,0,0
YPL221W,0,0,0
YAL031C,0,0,0
YMR300C,0,0,0
YDR399W,0,0,0
YJR146W,0,0,0
YHR204W,0,0,0
YPR062W,0,0,0
YOL108C,1.857142857,0,0
YBR275C,0.1375,0,0
YDR524C,0,0,0
YGL204C,0,0,0
YFL003C,0,0,0
YDL200C,0,0,0
YDL162C,0,0,0
YDR315C,0,0,0
YKL086W,0,0,0
YDR398W,1.333333333,0,0
YBR219C,0,0,0
YHR127W,0,0,0
YIR036C,0,0,0
YLR323C,0,0,0
YJL010C,0,0,0
YJR053W,1.549242424,0,0
YIL016W,0,0,0
YPR201W,0,0,0
YNL211C,0,0,0
YMR083W,0,0,0
YGL148W,0,0,0
YMR279C,0,0,0
YGR225W,0,0,0
YDR344C,0,0,0
YPL153C,1.636363636,0,0
YMR182C,0,0,0
YJL032W,0,0,0
YOR142WA,0,0,0
YLR392C,0,0,0
YEL069C,0,0,0
YPR093C,0.666666667,0,0
YGL066W,0,0,0
YGR152C,0.423881674,0,0
YML038C,0,0,0
YFR016C,0.666666667,0,0
YGL210W,0.192512077,0,0
YCR020CA,0,0,0
YGL234W,0,0,0
YNR015W,0,0,0
YKL015W,0,0,0
YDR193W,0,0,0
YDR376W,0,0,0
YHR047C,0,0,0
YNL046W,0,0,0
YFL035C,0,0,0
YOR344C,0.075887393,0,0
YLR267W,0,0,0
YJR011C,0,0,0
YOR242C,0,0,0
YBR271W,0,0,0
YGL150C,0,0,0
YGR110W,0,0,0
YDR121W,0,0,0
YKL154W,0,0,0
YGR151C,0,0,0
YCR094W,0,0,0
YPL071C,0,0,0
YJR030C,0,0,0
YDR010C,0,0,0
YKL224C,0,0,0
YOR372C,0,0,0
YAL040C,0.126811594,0,0
YKR073C,0,0,0
YKL208W,0,0,0
YNL176C,0,0,0
YKL105C,0,0,0
YDL196W,0,0,0
YLR203C,0,0,0
YGL029W,0,0,0
YOL072W,0,0,0
YJR073C,0,0,0
YPL169C,0,0,0
YFL036W,0,0,0
YBL063W,0,0,0
YFL040W,0,0,0
YOR005C,1,0,0
YJR049C,0,0,0
YBR115C,0,0,0
YHR185C,0,0,0
YER158C,0,0,0
YGL263W,0,0,0
YLR059C,0,0,0
YBL051C,0,0,0
YMR271C,0,0,0
YGL078C,0,0,0
YGL215W,0,0,0
YIL172C,0,0,0
YBR201W,0,0,0
YFL029C,0,0,0
YKL109W,0,0,0
YPR156C,0,0,0
YJL099W,0,0,0
YLR132C,0,0,0
YLR128W,0,0,0
YDR262W,0,0,0
YDR120C,0.114906832,0,0
YDR372C,0,0,0
YBR178W,0,0,0
YLR217W,0,0,0
YPL084W,0,0,0
YFR022W,0,0,0
YJL106W,1.2,0,0
YLL028W,0,0,0
YNL273W,0,0,0
YBR162WA,0,0,0
YOR251C,0,0,0
YBL033C,0,0,0
YLR190W,0,0,0
YOR173W,0,0,0
YBR269C,0,0,0
YOR220W,0,0,0
YNR004W,0,0,0
YLR081W,0,0,0
YCL030C,0,0,0
YDR162C,0,0,0
YBL058W,0,0,0
YGR210C,0,0,0
YDR270W,0,0,0
YOR133W,0.642857143,0,0
YGR185C,0,0,0
YDR483W,0,0,0
YNL242W,0,0,0
YNL228W,0.666666667,0,0
YOL150C,0,0,0
YGL081W,0,0,0
YKR090W,0,0,0
YGR073C,0,0,0
YEL017W,2.059006211,0,0
YDR334W,0,0,0
YKR072C,0,0,0
YLR228C,0,0,0
YKL160W,0,0,0
YEL075C,0,0,0
YGR031W,0,0,0
YOL112W,0,0,0
YJR061W,0.666666667,0,0
YDR333C,0,0,0
YIL047C,0,0,0
YJL056C,0,0,0
YOL129W,0,0,0
YCR024CA,1.4,0,0
YNL187W,0,0,0
YML041C,0,0,0
YMR172W,0,0,0
YGL183C,0,0,0
YAL014C,0,0,0
YPL077C,0,0,0
YLR034C,0,0,0
YMR176W,0,0,0
YGR032W,0.669047619,0,0
YJL018W,0,0,0
YCR042C,0,0,0
YLR209C,0,0,0
YOL008W,0,0,0
YPL276W,0,0,0
YNL227C,0,0,0
YML029W,0,0,0
YBR244W,0,0,0
YDR541C,0,0,0
YGR199W,0,0,0
YGL060W,0,0,0
YKL204W,0,0,0
YNL019C,0,0,0
YOR258W,0,0,0
YGL236C,0,0,0
YOR138C,0,0,0
YJR082C,0,0,0
YBR070C,0,0,0
YNR043W,0,0,0
YJR115W,0.083776596,0,0
YDR108W,0,0,0
YGR121C,0.114906832,0,0
YDR538W,0,0,0
YNL014W,0,0,0
YDR410C,0,0,0
YLR060W,0.45,0,0
YKL007W,0,0,0
YHR109W,0,0,0
YJL017W,0,0,0
YBR214W,0,0,0
YER083C,0,0,0
YIL086C,0,0,0
YER019W,0,0,0
YOL091W,0,0,0
YNL106C,1.555555556,0,0
YIR011C,0,0,0
YHR116W,0,0,0
YGL047W,0,0,0
YPL121C,0,0,0
YMR213W,0.255555556,0,0
YER163C,0,0,0
YLR387C,0,0,0
YIL002C,0,0,0
YHR195W,0,0,0
YDR527W,0,0,0
YER073W,0,0,0
YJL076W,0.044758065,0,0
YGR072W,0.205357143,0,0
YGR276C,0,0,0
YAR014C,0,0,0
YKL127W,0,0,0
YNL087W,0,0,0
YPL212C,0,0,0
YAL059W,0,0,0
YDR190C,0,0,0
YNL169C,0,0,0
YNL335W,0,0,0
YOR081C,0,0,0
YDR066C,0,0,0
YJR100C,0,0,0
YDL201W,0,0,0
YLR270W,0,0,0
YLR057W,0,0,0
YJL072C,0,0,0
YML115C,0.666666667,0,0
YKR100C,0,0,0
YLR082C,1.763892815,0,0
YBR069C,0,0,0
YMR295C,0,0,0
YDR423C,0,0,0
YLR214W,0,0,0
YOL152W,0,0,0
YGR208W,0,0,0
YGR079W,0,0,0
YGL124C,0,0,0
YHR132C,0,0,0
YNL300W,0,0,0
YLR238W,1,0,0
YAL019W,0,0,0
YEL057C,0,0,0
YDR433W,0,0,0
YDR214W,0,0,0
YGR087C,0.211111111,0,0
YOR161C,0,0,0
YBL024W,0,0,0
YBL101C,0,0,0
YJL029C,0,0,0
YHL043W,0,0,0
YOR093C,0,0,0
YGR004W,0.340909091,0,0
YER164W,0,0,0
YDL237W,0,0,0
YFR057W,0,0,0
YKL116C,0,0,0
YJR019C,0,0,0
YHL036W,0,0,0
YBR128C,0,0,0
YGR026W,0,0,0
YLR358C,0,0,0
YBL079W,0.100732601,0,0
YOL011W,0,0,0
YCR036W,0,0,0
YBR034C,0,0,0
YER176W,0,0,0
YDR479C,0,0,0
YPR145W,0,0,0
YHR190W,0,0,0
YPL036W,1.2,0,0
YJR097W,0,0,0
YDL128W,0,0,0
YJL112W,1,0,0
YCR034W,0.476190476,0,0
YKL137W,0,0,0
YIL174W,0,0,0
YKL023W,0,0,0
YML014W,0,0,0
YBR089CA,0.232323232,0,0
YLL062C,0,0,0
YDR023W,0,0,0
YER075C,1.333333333,0,0
YKL026C,0,0,0
YNL234W,0,0,0
YLR460C,0,0,0
YOR154W,0,0,0
YGL010W,0,0,0
YLR028C,0,0,0
YKR069W,0.08125,0,0
YGR292W,0,0,0
YDR199W,0,0,0
YDR107C,0,0,0
YOR087W,0,0,0
YDR387C,0,0,0
YNL036W,0,0,0
YDR453C,0,0,0
YDL047W,1.2,0,0
YJR099W,0,0,0
YAL054C,0,0,0
YCR091W,0,0,0
YBR188C,0.206349206,0,0
YDR026C,0,0,0
YIL022W,0.580357143,0,0
YPL092W,0,0,0
YJL043W,0,0,0
YNL272C,1,0,0
YEL074W,0,0,0
YLL046C,0,0,0
YHR179W,0,0,0
YFL021W,0,0,0
YLR053C,0,0,0
YHR214W,0,0,0
YPL008W,0,0,0
YLR040C,0,0,0
YGR295C,0,0,0
YEL064C,0,0,0
YJL050W,0.261627907,0,0
YER076C,0,0,0
YJR154W,0,0,0
YOR198C,0,0,0
YGR068C,0,0,0
YDL144C,0,0,0
YMR216C,0.043055556,0,0
YIL096C,0,0,0
YDR008C,0,0,0
YBR125C,0,0,0
YMR009W,0,0,0
YOL148C,0.157575758,0,0
YPL252C,0,0,0
YOR131C,0,0,0
YBL039C,0,0,0
YLR145W,0,0,0
YOR350C,0,0,0
YOR172W,0,0,0
YNL054W,0,0,0
YMR044W,0,0,0
YOL066C,0,0,0
YOL016C,0,0,0
YMR134W,0,0,0
YDL210W,0,0,0
YPL110C,0,0,0
YOR197W,0.114512472,0,0
YGL069C,0,0,0
YFL030W,0,0,0
YCL010C,0,0,0
YIL009W,0,0,0
YHR096C,0,0,0
YPL159C,0,0,0
YDL098C,0,0,0
YOR386W,0,0,0
YPR161C,0,0,0
YHR108W,0,0,0
YHR182W,0,0,0
YOR286W,0,0,0
YMR313C,0,0,0
YGL052W,0,0,0
YBL082C,0,0,0
YJL097W,0,0,0
YMR296C,0,0,0
YER122C,0,0,0
YDR018C,0,0,0
YJR056C,1.429166667,0,0
YBR300C,0,0,0
YMR325W,0,0,0
YLR225C,0,0,0
YOL147C,0,0,0
YDR070C,0,0,0
YGL230C,0,0,0
YDL180W,0,0,0
YIL001W,0,0,0
YNR046W,0,0,0
YDR506C,0,0,0
YDL167C,0,0,0
YDR503C,0,0,0
YLR415C,0,0,0
YGL226W,0,0,0
YLR226W,0,0,0
YDR007W,0,0,0
YOR006C,0,0,0
YOR177C,0,0,0
YOR355W,0,0,0
YCL061C,0,0,0
YOR054C,0,0,0
YMR131C,0,0,0
YJL070C,0,0,0
YBL104C,0,0,0
YPL193W,0,0,0
YER069W,0,0,0
YOR292C,0,0,0
YPL136W,0,0,0
YLR289W,0,0,0
YBR138C,0,0,0
YMR244W,0,0,0
YGR291C,0,0,0
YDL106C,0,0,0
YLR331C,0,0,0
YHR024C,0,0,0
YMR076C,0,0,0
YPR111W,1,0,0
YOR262W,0,0,0
YJR079W,0,0,0
YAR044W,0.5,0,0
YNL072W,0,0,0
YLR461W,0,0,0
YJL034W,1.428571429,0,0
YHR032W,0,0,0
YCR007C,0,0,0
YKR093W,0,0,0
YLR140W,0,0,0
YGR053C,0,0,0
YLR363C,0,0,0
YPL119C,0,0,0
YKL201C,0,0,0
YHR163W,0,0,0
YLR198C,0,0,0
YBL061C,0,0,0
YGR146C,0,0,0
YLR337W,0.833371448,0,0
YDR511W,0,0,0
YOR288C,0,0,0
YOL131W,0,0,0
YKL107W,0,0,0
YOR388C,0,0,0
YLR118C,0,0,0
YDR464W,0,0,0
YOL034W,0,0,0
YLR446W,0,0,0
YHR056C,0,0,0
YDR289C,0,0,0
YDR020C,0.666666667,0,0
YLR177W,0,0,0
YDR063W,0,0,0
YNL245C,0,0,0
YDR442W,0,0,0
YLR359W,0,0,0
YKR011C,0,0,0
YCLX08C,0,0,0
YAL034WA,0,0,0
YBR207W,0,0,0
YJL098W,2.4,0,0
YBR263W,0,0,0
YEL070W,0,0,0
YPL075W,0,0,0
YDR072C,0,0,0
YOL003C,0,0,0
YNL285W,0,0,0
YFL068W,0,0,0
YNL183C,0,0,0
YNL253W,0,0,0
YBR012WB,0,0,0
YOR359W,0,0,0
YGL093W,0,0,0
YHR130C,0,0,0
YNR034W,0,0,0
YHR098C,0.115131579,0,0
YDL240W,0,0,0
YOR119C,0,0,0
YLR247C,0,0,0
YBR037C,0.666666667,0,0
YCR024C,0,0,0
YPL207W,0,0,0
YOR317W,0,0,0
YDR105C,0,0,0
YGR159C,0,0,0
YPR049C,0,0,0
YML119W,0,0,0
YOR196C,0,0,0
YBR203W,0.666666667,0,0
YBR098W,0.083333333,0,0
YNL127W,0,0,0
YKL044W,0,0,0
YPL244C,0,0,0
YAL017W,1,0,0
YOR390W,0,0,0
YIL169C,0,0,0
YOR374W,0.068627451,0,0
YLR194C,0,0,0
YOR311C,0,0,0
YMR282C,0,0,0
YKL070W,0,0,0
YIL085C,0,0,0
YNL024C,0,0,0
YDR385W,0.368347339,0,0
YPL052W,0,0,0
YMR218C,0,0,0
YFR038W,0,0,0
YJL107C,0,0,0
YDR086C,0.5,0,0
YMR020W,0,0,0
YGR207C,0,0,0
YML021C,0,0,0
YFL051C,0,0,0
YGL131C,0,0,0
YLR233C,1.833333333,0,0
YGR117C,0,0,0
YML062C,0,0,0
YDR342C,0,0,0
YFL049W,0,0,0
YDR062W,0,0,0
YHL017W,0,0,0
YMR101C,0,0,0
YEL018W,0,0,0
YJR104C,0,0,0
YNL231C,0,0,0
YLR261C,0,0,0
YMR071C,0,0,0
YGR142W,0,0,0
YDR071C,0,0,0
YPR149W,0,0,0
YOR383C,0,0,0
YJL066C,0,0,0
YDL183C,0,0,0
YBR065C,0,0,0
YGL105W,0,0,0
YFL065C,0,0,0
YMR319C,0.5,0,0
YOR023C,0.064860427,0,0
YMR177W,0,0,0
YHR211W,0,0,0
YJR048W,0,0,0
YMR212C,0,0,0
YNL013C,0,0,0
YMR065W,0.166666667,0,0
YJL179W,0,0,0
YGR192C,0.341953368,0,0
YHL029C,0,0,0
YML060W,0,0,0
YDR478W,0,0,0
YBR141C,0,0,0
YLR153C,0,0,0
YIL053W,0,0,0
YAL051W,0,0,0
YPR070W,0,0,0
YGR238C,0,0,0
YFL013C,0,0,0
YCR011C,0,0,0
YER028C,0,0,0
YJL100W,0,0,0
YER104W,0,0,0
YHR039C,0,0,0
YKR089C,0,0,0
YPR123C,0,0,0
YIL023C,0,0,0
YNR073C,0,0,0
YIL077C,0,0,0
YER138C,2,0,0
YDR331W,0,0,0
YOL002C,0,0,0
YOR038C,1.204795205,0,0
YDL100C,0,0,0
YLR083C,0,0,0
YER123W,0.183333333,0,0
YNL016W,0,0,0
YGR033C,0,0,0
YJL210W,0,0,0
YBL112C,0,0,0
YDR463W,0,0,0
YLR265C,0,0,0
YDR346C,0,0,0
YEL076WC,0,0,0
