0,0,0,0
0.210364146,0.133333333,0,0
0,0,0,0
2.576014456,0.108870968,140.6666667,0
0,0,0,0
0,0,0,0
0,0,0,0
0.726190476,0.5,2.321428571,0
0,0,0,0
0,0,0,0
0,0,0,0
0.060714286,0.004761905,3.333333333,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.538344988,0.3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2.018556999,0.464285714,16.34199918,0
0,0,0,0
0.013922896,0.166666667,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.054004577,0.333333333,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.821877462,0.228571429,27.83051948,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.116919551,0.5,7.5,0
0.739393939,0.5,21,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.153475643,0.095238095,3.035897436,0
0,0,0,0
0,0,0,0
0.25,1,7.333333333,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7.962498651,0.095238095,454.3016872,0
0.309368192,0.010695187,8.738095238,1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.557877566,0.093596059,65.21626984,0
0,0,0,0
0,0,0,0
0.517098039,0.138888889,6.105194805,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.642857143,0.133333333,5.066666667,0
0,0,0,0
0.123611111,1,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.039477342,0.047619048,2.6,0
0,0,0,0
1.916666667,0.083333333,8.625,0
0,0,0,0
0,0,0,0
0,0,0,0
1.318409128,0.266666667,47.07936508,0
0,0,0,0
0,0,0,0
0.149753695,1,2.9,0
2.542307781,0.431578947,66.61538462,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.194444444,1,3.333333333,0
0,0,0,0
0,0,0,0
0.089285714,0.166666667,2.666666667,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.715056068,0.357142857,10.40833333,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.081788327,0.133333333,25,0
0.123396583,0.5,10.17261905,0
0.975026252,0.277777778,27.26388889,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.466131907,0.3,2.8,0
0.41989677,0.166666667,4.031385281,0
0.502870704,0.166666667,5.25,0
0,0,0,0
0,0,0,0
0.652667601,0.112554113,19.94505495,0
0.21978022,0.047619048,0.454545455,0
2.578266178,0.8,12.36666667,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.37471762,0.072727273,8.6,0
0,0,0,0
0,0,0,0
0,0,0,0
3.244283108,0.136302294,53.44722222,0
0,0,0,0
0,0,0,0
0.30952381,0.066666667,1.2,0
0,0,0,0
0,0,0,0
0,0,0,0
0.233333333,0.009195402,0.966666667,0
0,0,0,0
0,0,0,0
0.249150849,0.666666667,35,0
0,0,0,0
0,0,0,0
1.022222222,0.3,0,0
0.420512821,0.333333333,3.416666667,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3.168585321,0.095305832,77.43452381,0
0.197128542,0.055555556,6.5,0
0,0,0,0
0,0,0,0
2.026819923,0.124183007,46.24350013,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.089285714,0.333333333,0.727272727,0
1.342687747,0.073684211,14.94285714,0
0,0,0,0
0.32,0.013333333,11.87738095,2
0,0,0,0
0,0,0,0
0,0,0,0
0.423056567,0.218181818,27.71428571,0
0,0,0,0
0.098601399,0.018181818,2.128571429,0
0,0,0,0
0.025062657,0.333333333,2.033333333,0
0.073260073,0.1,1,0
0,0,0,0
0.134571378,0.5,3.1,0
0,0,0,0
0,0,0,0
0.261363636,0.166666667,2,0
0,0,0,0
0,0,0,0
0,0,0,0
0.45,0.166666667,0.428571429,0
0.097059507,0.155555556,9,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.103567319,0.166666667,2.083333333,0
0.451972898,0.032608696,32.2,0
0,0,0,0
0.079937304,0.1,11,0
0.781818182,1,2.114285714,0
1.716518076,0.108465608,165.3333333,0
0,0,0,0
0,0,0,0
0.722843823,0.3,6.463636364,0
0,0,0,0
0,0,0,0
0.490764791,0.083333333,2.5,0
0.126811594,0.166666667,0,0
0.173809524,0.066666667,2.207792208,0
0.5,0.166666667,2.25,0
0,0,0,0
0.145072464,0.4,7.666666667,0
0.169249953,0.2,4.833333333,0
2.192348581,0.461538462,129.5238095,0
6.538468456,0.422988506,219.5119048,0
0,0,0,0
0,0,0,0
0.416666667,0.333333333,3.8,0
7.889321907,0.339015152,283.3675214,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.135248232,0.476190476,14.33333333,0
0,0,0,0
0,0,0,0
3.051282051,0.416666667,16.61666667,0
0,0,0,0
0,0,0,0
0.510344828,0.003544061,31.03333333,0
1.571898217,0.114285714,16.72944862,0
0,0,0,0
0,0,0,0
1.74897679,0.084126984,45.12520535,0
0,0,0,0
0,0,0,0
0,0,0,0
0.261538462,0.00202743,36.99047619,4.5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.426136364,0.25,5.666666667,0
0.025641026,0.166666667,0,0
0,0,0,0
0,0,0,0
0.380434783,0.045454545,0,0
0.544365972,0.269230769,14.75887446,0
0,0,0,0
0,0,0,0
0,0,0,0
0.564102564,0.088888889,9.875,0
0,0,0,0
0,0,0,0
0.154664993,0.5,10.33549784,0
0,0,0,0
3.217528151,0.05819209,91.31367244,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.505952381,0.133333333,2,0
0,0,0,0
0,0,0,0
0.675699478,0.176470588,46.75,0
0,0,0,0
0.012578616,0.333333333,0,0
0.199074074,0.333333333,1,0
0,0,0,0
0.260526316,0.166666667,2.333333333,0
0.177777778,0.166666667,2.013888889,0
0,0,0,0
1.077259214,0.128205128,8.831578947,0
0,0,0,0
0,0,0,0
0.126315789,0.022222222,1.5,0
0,0,0,0
0.788095238,0.3,13,0
0.21978022,0.166666667,2.628205128,0
0,0,0,0
0,0,0,0
0,0,0,0
0.173611111,0.333333333,2.063492063,0
0,0,0,0
0.166666667,0.166666667,0.541666667,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.031432749,0.333333333,0,0
5.815008481,0.151020408,235.8455628,0
0,0,0,0
0.156565657,0.047619048,0,0
0,0,0,0
0,0,0,0
0.030952381,0.166666667,2.04040404,0
0,0,0,0
0,0,0,0
4.450987687,0.223529412,179.7166667,0
0,0,0,0
1.428571429,0.238095238,0,0
0,0,0,0
0,0,0,0
2.612548982,0.069767442,83.06111389,0
4.266423105,0.35,29.7734127,0
0.126811594,1,0,0
0,0,0,0
0.847349575,0.511111111,21.45829726,0
0,0,0,0
0,0,0,0
1.016703308,0.171428571,49.58333333,0
0,0,0,0
0,0,0,0
1.5,0.5,1.6,0
0,0,0,0
0,0,0,0
0.373968632,0.087912088,11.4718254,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.224697558,0.222222222,10.29285714,0
0,0,0,0
0.45,0.166666667,3.5,0
0.625757576,0.072727273,29,0
0.533333333,0.333333333,2.640151515,0
0.764134416,0.076923077,0,0
0,0,0,0
0.366285132,0.142857143,4.327838828,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.5,0.166666667,2.033333333,0
0,0,0,0
12.05238471,0.118246687,811.3438978,0
0.557291415,0.111111111,43.72987013,0
0,0,0,0
0,0,0,0
0.342857143,0.333333333,1.75,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.476478924,0.153846154,12.65261438,2
0,0,0,0
0.224837662,0.333333333,0,0
0.163690476,0.047619048,0,0
0,0,0,0
0,0,0,0
0.142736195,0.025641026,1.666666667,0
0,0,0,0
0,0,0,0
0,0,0,0
0.266666667,0.166666667,2.9,0
0,0,0,0
0,0,0,0
0.328708902,0.25,4.437229437,0
0,0,0,0
0,0,0,0
0,0,0,0
0.340909091,1,2,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.71136585,0.110294118,4.55,0
0.105994734,0.266666667,4.773809524,0
0.566679563,0.058823529,35.23333333,0
