YFR006W,1.631840884,1.0,117.5,0.0
YHL004W,10.2789916,0.31194295900178254,85.5,0.0
YPL192C,1.333333333,0,0.0,0.0
YBR295W,0,0,0.0,0.0
YLR382C,10.39615385,1.0,35.898809523809526,0.0
YPL014W,0,0,0.0,0.0
YLR061W,77.88653417,1.0,19.066666666666666,0.0
YOR070C,0,0,0.0,0.0
YER175C,0,0,0.0,0.0
YGL194C,0,0,0.0,0.0
YHR084W,0.799675325,0.19047619047619047,2.05,0.0
YDR340W,0,0,0.0,0.0
YBR158W,0,0,0.0,0.0
YFL054C,0,0,0.0,0.0
YLR350W,0,0,0.0,0.0
YOR331C,0,0,0.0,0.0
YPL170W,0.666666667,0,0.0,0.0
YDL046W,0,0,0.0,0.0
YER181C,0,0,0.0,0.0
YLR322W,0,0,0.0,0.0
YKL221W,0,0,0.0,0.0
YPR055W,4.276832151,0.5833333333333334,8.916666666666666,0.0
YAL055W,0,0,0.0,0.0
YDL131W,0,0,0.0,0.0
YGL065C,0,0,0.0,0.0
YDR060W,10.946625,0.7580645161290323,207.1027777777778,0.0
YCR002C,4.345743146,0.8571428571428571,17.616694090223504,0.0
YGR262C,1,0,0.0,0.0
YHR057C,0,0,0.0,0.0
YHR019C,1.333333333,0.26666666666666666,3.866666666666667,0.0
YOR385W,0,0,0.0,0.0
YCR072C,1.470217633,0.6923076923076923,34.61507936507937,0.0
YOR110W,2.176906427,0.1568627450980392,25.476190476190478,0.0
YJR064W,4.2,0.5833333333333334,4.0,0.0
YGR065C,0,0,0.0,0.0
YGL244W,0,0,0.0,0.0
YNL008C,0,0,0.0,0.0
YLL012W,0,0,0.0,0.0
YNR041C,0,0,0.0,0.0
YDR430C,0.252631579,1.0,6.166666666666667,0.0
YKR096W,0,0,0.0,0.0
YPL091W,1,0,2.1818181818181817,0.0
YNR017W,1.05,0.1388888888888889,3.4,0.0
YMR265C,0,0,0.0,0.0
YDL115C,0,0,0.0,0.0
YPL258C,0,0,0.0,0.0
YLR414C,0,0,0.0,0.0
YDR051C,0.666666667,0,6.0,0.0
YHR044C,0,0,0.0,0.0
YIR003W,0,0,0.0,0.0
YDL137W,0,0,0.0,0.0
YIL143C,6.43476874,0.48717948717948717,32.93789682539683,0.0
YMR042W,1.04781746,0.5,7.119047619047619,0.0
YFR046C,0,0,0.0,0.0
YGR024C,1.428571429,0,13.333333333333334,0.0
YLR335W,2.005134344,0.19117647058823528,18.489210789210787,8.0
YLR299W,0,0,0.0,0.0
YOR191W,1.428571429,0,0.0,0.0
YGL166W,0,0,0.0,0.0
YLR224W,0.23030303,1.0,7.333333333333334,0.0
YGL104C,0.083333333,0.1,0.0,0.0
YBR055C,26.84170817,0.6898954703832753,638.3333333333333,0.0
YGL197W,0,0,0.0,0.0
YDR285W,0.291666667,0.06666666666666667,0.5,0.0
YBR169C,0,0,0.0,0.0
YNL298W,1.566027024,0.1794871794871795,25.7794955044955,0.0
YGR090W,41.94445121,0.38932443703085906,993.1868353868356,0.0
YPR159W,0.062745098,0.1,1.2857142857142858,0.0
YNL061W,38.34594651,0.6853146853146853,897.0238095238093,3574.0
YPL221W,0,0,0.0,0.0
YAL031C,0,0,0.0,0.0
YGR081C,30.292388,0.7044025157232704,567.3000000000001,318.0
YLR268W,4.494871795,0.24736842105263157,56.10515873015873,0.0
YGL246C,0.394047619,0.6666666666666666,1.0,0.0
YMR300C,0,0,0.0,0.0
YJL189W,77.39887985,0.9753086419753086,19.066666666666666,0.0
YDR399W,0,0,0.0,0.0
YJR146W,0,0,0.0,0.0
YHR204W,0,0,0.0,0.0
YPR062W,0,0,0.0,0.0
YDR429C,5.578164805,0.383399209486166,106.12499999999999,176.5
YOL108C,1.857142857,0.015151515151515152,0.0,0.0
YDR280W,7.246875265,0.5490196078431373,77.5873015873016,50.0
YBR275C,0.1375,1.0,0.0,0.0
YDR524C,0,0,0.0,0.0
YGL204C,0,0,0.0,0.0
YGR118W,52.34629,0.9316394434361767,54.327777777777776,0.0
YIL094C,0.742735043,0.26666666666666666,9.0,0.0
YFL003C,0,0,0.0,0.0
YDL200C,0,0,0.0,0.0
YDL162C,0,0,0.0,0.0
YDR315C,0,0,0.0,0.0
YKL086W,0,0,0.0,0.0
YGR103W,39.69542803,0.5443037974683544,1079.2071428571428,4714.5
YDR398W,1.333333333,0,0.0,0.0
YBR219C,0,0,0.0,0.0
YHR127W,0,0,0.0,0.0
YIR036C,0,0,0.0,0.0
YDL006W,1.333333333,0,1.1111111111111112,0.0
YLR323C,0,0,0.0,0.0
YJL031C,0.583333333,0.3333333333333333,1.6666666666666667,0.0
YHR068W,0.117690058,0.3333333333333333,2.9,0.0
YJL010C,0,0,0.0,0.0
YJR053W,1.549242424,0.16666666666666666,0.0,0.0
YIL016W,0,0,0.0,0.0
YBR084CA,77.88653417,1.0,19.066666666666666,0.0
YLR170C,0.955555556,1.0,5.333333333333333,0.0
YPR201W,0,0,0.0,0.0
YNL211C,0,0,0.0,0.0
YMR083W,0,0,0.0,0.0
YLR093C,1.508241758,0.47619047619047616,20.5,0.0
YGL064C,0.526881205,0.6666666666666666,6.75,0.0
YGL148W,0,0,0.0,0.0
YDR087C,41.00427335,0.7803379416282642,1668.9999999999995,0.0
YMR279C,0,0,0.0,0.0
YGR225W,0,0,0.0,0.0
YDR344C,0,0,0.0,0.0
YPL153C,1.636363636,0,0.0,0.0
YDR404C,8.903164556,0.7647058823529411,148.7309523809524,0.0
YMR182C,0,0,0.0,0.0
YDR295C,1.090909091,0.25,5.916666666666666,0.0
YJL032W,0,0,0.0,0.0
YOR142WA,0,0,0.0,0.0
YLR392C,0,0,0.0,0.0
YGR240C,0.880722154,0.05263157894736842,4.666666666666667,0.0
YEL069C,0,0,0.0,0.0
YPR093C,0.666666667,0,0.0,0.0
YEL066W,1.567466044,0.13333333333333333,81.0,0.0
YGL066W,0,0,0.0,0.0
YBR130C,0.374647092,0.09523809523809523,0.8571428571428571,0.0
YGR152C,0.423881674,0.3,0.0,0.0
YML038C,0,0,0.0,0.0
YKR101W,0.183589744,0.2,2.1022727272727275,0.0
YFR016C,0.666666667,0,0.0,0.0
YPR082C,0.510722044,0.39285714285714285,23.0,0.0
YGL210W,0.192512077,0.6666666666666666,0.0,0.0
YCR020CA,0,0,0.0,0.0
YKL144C,12.2889923,0.6702898550724637,83.58333333333333,132.0
YGL234W,0,0,0.0,0.0
YPR171W,0.412855669,0.13333333333333333,4.047979797979798,0.0
YKR055W,1.5,0,5.5,0.0
YNR015W,0,0,0.0,0.0
YKL015W,0,0,0.0,0.0
YNL317W,3.158001181,0.2894736842105263,48.08127705627705,0.0
YGR048W,0.576923077,0.06666666666666667,4.909090909090909,0.0
YLR386W,1.858629776,0.038461538461538464,4.5,0.0
YDR193W,0,0,0.0,0.0
YDR376W,0,0,0.0,0.0
YHR047C,0,0,0.0,0.0
YNL046W,0,0,0.0,0.0
YFL035C,0,0,0.0,0.0
YOL113W,1.2,0,8.857142857142858,0.0
YNL044W,1.984132711,0.08888888888888889,28.6,2.0
YOR344C,0.075887393,0.1,0.0,0.0
YLR245C,1.443682796,0.3333333333333333,13.033333333333335,0.0
YLR267W,0,0,0.0,0.0
YJR011C,0,0,0.0,0.0
